"id:ID","uri","uuid"
"2174","http://ra.d4k.dk/dataset/ra/d4k","36518460-79e8-4898-99df-c4e02c5e7636"
"2175","http://ra.d4k.dk/dataset/ra/d4k","e8f1a711-e8b8-4d84-abd3-2fe04625c28b"
"2176","http://ra.d4k.dk/dataset/ra/d4k","b54c544f-d1ba-4f82-b810-4ab36bc40f22"
"2177","http://ra.d4k.dk/dataset/ra/d4k","b9b83d66-0a64-462c-b5a0-53768fdaecc7"
"2178","http://ra.d4k.dk/dataset/ra/d4k","54d97e5e-016d-4630-a35f-8439b61d3f8a"
"2179","http://ra.d4k.dk/dataset/ra/d4k","1d52ada6-80e7-4d70-bd4a-ad85e2be128f"
"2180","http://ra.d4k.dk/dataset/ra/d4k","140c64e5-dfa8-41fa-851d-20344829e793"
"2181","http://ra.d4k.dk/dataset/ra/d4k","8049195d-04f5-46d9-9cde-fbc05f930a2e"
"2182","http://ra.d4k.dk/dataset/ra/d4k","c2d21da5-dae5-4ef5-abf8-3a6c387d1e8d"
"2183","http://ra.d4k.dk/dataset/ra/d4k","67b314d1-0a4f-48cb-90db-04673113306d"
"2184","http://ra.d4k.dk/dataset/ra/d4k","2ca8b8d9-2ada-4de8-a874-0ee4ef40adaf"
"2185","http://ra.d4k.dk/dataset/ra/d4k","c60fb571-2715-463c-9517-cb13a760ee9c"
"2186","http://ra.d4k.dk/dataset/ra/d4k","43b0e5da-1699-47af-a39b-2df26439c051"
"2187","http://ra.d4k.dk/dataset/ra/d4k","e66e9213-77e5-4552-a31f-318171c586d3"
"2188","http://ra.d4k.dk/dataset/ra/d4k","52858a1c-2209-4b68-a1f7-b25e32082e47"
"2189","http://ra.d4k.dk/dataset/ra/d4k","1915f364-ebc8-49e8-aadc-25df570b96db"
"2190","http://ra.d4k.dk/dataset/ra/d4k","b061ee8f-0f0f-43d3-81ab-cbfb064eb871"
"2191","http://ra.d4k.dk/dataset/ra/d4k","2fe647a3-721f-4dea-a859-949bc8c7006d"
"2192","http://ra.d4k.dk/dataset/ra/d4k","756e0df8-1af9-4699-8274-6ff61fb59787"
"2193","http://ra.d4k.dk/dataset/ra/d4k","ebc875c5-b499-4d04-9f6e-93306f45db17"
"2194","http://ra.d4k.dk/dataset/ra/d4k","3fefdb52-51f0-4fe2-88de-0fe05c95aa03"
"2195","http://ra.d4k.dk/dataset/ra/d4k","f394934d-1d28-443f-b4f6-a8208d9b6517"
"2196","http://ra.d4k.dk/dataset/ra/d4k","0890dd8c-2d12-4be3-97be-3bfa73c20714"
"2197","http://ra.d4k.dk/dataset/ra/d4k","751de225-9476-46c4-a3c2-ee559ef8ac15"
"2198","http://ra.d4k.dk/dataset/ra/d4k","b74c53c4-5a39-42ee-a199-ba335f3e823d"
"2199","http://ra.d4k.dk/dataset/ra/d4k","f40cd696-dabd-4fcc-8ebe-e28837a08b82"
"2200","http://ra.d4k.dk/dataset/ra/d4k","198cc19b-8c58-499b-8d8d-ea239d9ab6fa"
"2201","http://ra.d4k.dk/dataset/ra/d4k","5acfd5de-c67b-44a8-add2-e19ca58a1a72"
"2202","http://ra.d4k.dk/dataset/ra/d4k","00c95c7b-ac2d-4e58-bd8e-e12556d6466c"
"2203","http://ra.d4k.dk/dataset/ra/d4k","a9ea042f-b2b2-4b1a-a2d1-a933e1d8d0ea"
"2204","http://ra.d4k.dk/dataset/ra/d4k","784e3f4e-ec12-45ec-a35b-44942a6d0ce0"
"2205","http://ra.d4k.dk/dataset/ra/d4k","0b5867cd-efd5-439f-99ae-ff3bab0739b4"
"2206","http://ra.d4k.dk/dataset/ra/d4k","c92d4f23-a6ad-42ba-aeb8-9bc5c1dbb252"
"2207","http://ra.d4k.dk/dataset/ra/d4k","c61a0a98-8c4c-4a52-8a3f-37681788f743"
"2208","http://ra.d4k.dk/dataset/ra/d4k","ecfe3063-6693-4a13-92d2-e8d769e3ba0b"
"2209","http://ra.d4k.dk/dataset/ra/d4k","3b15e643-32ac-4664-9ca2-2aa639ae30cc"
"2210","http://ra.d4k.dk/dataset/ra/d4k","8017c1c8-cea0-4bf8-939c-495d10c897bf"
"2211","http://ra.d4k.dk/dataset/ra/d4k","9d71f9ea-af5c-4ff6-9d33-7f994ace3a55"
"2212","http://ra.d4k.dk/dataset/ra/d4k","bad84b56-0c01-4f36-a1b7-6743272dfada"
"2213","http://ra.d4k.dk/dataset/ra/d4k","2c52a1b9-5cd9-4aa3-bfb8-b016954df325"
"2214","http://ra.d4k.dk/dataset/ra/d4k","74aa9277-19f7-4c33-85b6-74934b13ffbe"
"2215","http://ra.d4k.dk/dataset/ra/d4k","54cbe936-8ffa-4d73-bc93-b40dc37bf935"
"2216","http://ra.d4k.dk/dataset/ra/d4k","3e1b52d2-db8b-4eab-b0c1-f74e8ed27272"
"2217","http://ra.d4k.dk/dataset/ra/d4k","f493a3cd-032b-40aa-a3d0-80a67b3f3af9"
"2218","http://ra.d4k.dk/dataset/ra/d4k","9c02b3ac-e78f-41b2-b964-4e35260e8594"
"2219","http://ra.d4k.dk/dataset/ra/d4k","20c28a34-f591-4209-94b7-e11f5346e80a"
"2220","http://ra.d4k.dk/dataset/ra/d4k","40b97dc1-f33d-43e0-9d98-3ba230146dbf"
"2221","http://ra.d4k.dk/dataset/ra/d4k","25f98f37-be93-4510-af16-c17a2ad2e612"
"2222","http://ra.d4k.dk/dataset/ra/d4k","36e7c133-8117-4708-b686-2f1e733c47cf"
"2223","http://ra.d4k.dk/dataset/ra/d4k","daf831c1-ba06-4065-88eb-327958f1f7a1"
"2224","http://ra.d4k.dk/dataset/ra/d4k","1775bd27-baaa-4594-8af8-6789dddb3133"
"2225","http://ra.d4k.dk/dataset/ra/d4k","f00018e4-6588-4713-aaab-4e84759c6099"
"2226","http://ra.d4k.dk/dataset/ra/d4k","a465a6e7-4b84-4533-b1c2-2605a3f9527d"
"2227","http://ra.d4k.dk/dataset/ra/d4k","e5eaa209-fe0c-4168-87d2-818e47e37952"
"2228","http://ra.d4k.dk/dataset/ra/d4k","89c0cc8c-6795-4a25-88ab-e0e79176ea92"
"2229","http://ra.d4k.dk/dataset/ra/d4k","4e53e838-d64a-473a-9414-8b2f4f3490bc"
"2230","http://ra.d4k.dk/dataset/ra/d4k","815628a6-7be3-4a26-bd66-1fecd4768ce1"
"2231","http://ra.d4k.dk/dataset/ra/d4k","bda1dad1-c211-4c1e-8e73-47870a8241d4"
"2232","http://ra.d4k.dk/dataset/ra/d4k","7217602d-7815-4d1b-ac56-533535256719"
"2233","http://ra.d4k.dk/dataset/ra/d4k","09cde115-bb80-4dde-8c36-4f93a3a41332"
"2234","http://ra.d4k.dk/dataset/ra/d4k","5f20931d-a892-4386-8099-1ff13b8121a7"
"2235","http://ra.d4k.dk/dataset/ra/d4k","ff902b5d-3340-4938-8c9b-0f0964d8736c"
"2236","http://ra.d4k.dk/dataset/ra/d4k","57991c57-fad2-4b55-8e55-1c26d9ea73f6"
"2237","http://ra.d4k.dk/dataset/ra/d4k","4cc364d1-9660-4566-a114-0e12895c8937"
